Name,Gender,Country,Year,Host_City,Sport,Event,Sport_Type,Gold,Silver,Bronze
He Kexin,F,China,2008,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Team,1,0,0
Hu Binyuan,M,China,2008,Beijing,Shooting,Shooting Men's Double Trap,Individual,0,0,1
He Wenna,F,China,2008,Beijing,Trampolining,Trampolining Women's Individual,Individual,1,0,0
Saho Harada,F,Japan,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Duet,Team,0,0,1
Guo Jingjing,F,China,2008,Beijing,Diving,Diving Women's Synchronized Springboard,Team,1,0,0
Guo Shuang,F,China,2008,Beijing,Cycling,Cycling Women's Sprint,Individual,0,0,1
Ruslan Samaganovich Tyumenbayev,M,Kyrgyzstan,2008,Beijing,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Individual,0,0,1
Huo Liang,M,China,2008,Beijing,Diving,Diving Men's Synchronized Platform,Team,1,0,0
Hanati Silamu,M,China,2008,Beijing,Boxing,Boxing Men's Welterweight,Individual,0,0,1
Saori Yoshida,F,Japan,2008,Beijing,Wrestling,"Wrestling Women's Lightweight, Freestyle",Individual,1,0,0
Hong Un-Jong,F,North Korea,2008,Beijing,Gymnastics,Gymnastics Women's Horse Vault,Individual,1,0,0
Guo Yue,F,China,2008,Beijing,Table Tennis,Table Tennis Women's Team,Team,1,0,0
Mika Someya,F,Japan,2008,Beijing,Softball,Softball Women's Softball,Team,1,0,0
Kenichi Yumoto,M,Japan,2008,Beijing,Wrestling,"Wrestling Men's Lightweight, Freestyle",Individual,0,0,1
Hong Jeong-Ho,F,South Korea,2008,Beijing,Handball,Handball Women's Handball,Team,0,0,1
Guo Yue,F,China,2008,Beijing,Table Tennis,Table Tennis Women's Singles,Individual,0,0,1
Song Qingling,F,China,2008,Beijing,Hockey,Hockey Women's Hockey,Team,0,1,0
Kohei Uchimura,M,Japan,2008,Beijing,Gymnastics,Gymnastics Men's Individual All-Around,Individual,0,1,0
Hong Anh Tun,M,Vietnam,2008,Beijing,Weightlifting,Weightlifting Men's Bantamweight,Individual,0,1,0
Kohei Uchimura,M,Japan,2008,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Team,0,1,0
Rishod Rashidovich Sobirov,M,Uzbekistan,2008,Beijing,Judo,Judo Men's Extra-Lightweight,Individual,0,0,1
He Hanbin,M,China,2008,Beijing,Badminton,Badminton Mixed Doubles,Team,0,0,1
Megu Hirose,F,Japan,2008,Beijing,Softball,Softball Women's Softball,Team,1,0,0
Maria Kristin Yulianti,F,Indonesia,2008,Beijing,Badminton,Badminton Women's Singles,Individual,0,0,1
Song Hai-Rim,F,South Korea,2008,Beijing,Handball,Handball Women's Handball,Team,0,0,1
Huang Xuechen,F,China,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Team,0,0,1
Yu Yang,F,China,2008,Beijing,Badminton,Badminton Women's Doubles,Team,1,0,0
Kyoko Hamaguchi,F,Japan,2008,Beijing,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Individual,0,0,1
Yoon Suk-Min,M,South Korea,2008,Beijing,Baseball,Baseball Men's Baseball,Team,1,0,0
Han Gi-Ju,M,South Korea,2008,Beijing,Baseball,Baseball Men's Baseball,Team,1,0,0
Huang Junxia,F,China,2008,Beijing,Hockey,Hockey Women's Hockey,Team,0,1,0
Yu Yang,F,China,2008,Beijing,Badminton,Badminton Mixed Doubles,Team,0,0,1
Song Seung-Jun,M,South Korea,2008,Beijing,Baseball,Baseball Men's Baseball,Team,1,0,0
Yoon Jin-Hee,F,South Korea,2008,Beijing,Weightlifting,Weightlifting Women's Featherweight,Individual,0,1,0
Huang Xu,M,China,2008,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Team,1,0,0
Gwon Hyeok,M,South Korea,2008,Beijing,Baseball,Baseball Men's Baseball,Team,1,0,0
Wang Xin (Ruoxue-),F,China,2008,Beijing,Diving,Diving Women's Platform,Individual,0,0,1
Yun Ok-Hui,F,South Korea,2008,Beijing,Archery,Archery Women's Individual,Individual,0,0,1
Zhou Suhong,F,China,2008,Beijing,Volleyball,Volleyball Women's Volleyball,Team,0,0,1
Cao Lei,F,China,2008,Beijing,Weightlifting,Weightlifting Women's Heavyweight,Individual,1,0,0
Zhou Luxin,M,China,2008,Beijing,Diving,Diving Men's Platform,Individual,0,1,0
Chang Yongxiang,M,China,2008,Beijing,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Individual,0,1,0
Zhou Chunxiu,F,China,2008,Beijing,Athletics,Athletics Women's Marathon,Individual,0,0,1
Chen Jin,M,China,2008,Beijing,Badminton,Badminton Men's Singles,Individual,0,0,1
Tong Wen,F,China,2008,Beijing,Judo,Judo Women's Heavyweight,Individual,1,0,0
Chen Ling,F,China,2008,Beijing,Archery,Archery Women's Team,Team,0,1,0
Zhong Man,M,China,2008,Beijing,Fencing,"Fencing Men's Sabre, Individual",Individual,1,0,0
Tan Zongliang,M,China,2008,Beijing,Shooting,"Shooting Men's Free Pistol, 50 metres",Individual,0,1,0
Tan Xue,F,China,2008,Beijing,Fencing,"Fencing Women's Sabre, Team",Team,0,1,0
Askhat Rasulovich Zhitkeyev,M,Kazakhstan,2008,Beijing,Judo,Judo Men's Half-Heavyweight,Individual,0,1,0
Zhou Wanfeng,F,China,2008,Beijing,Hockey,Hockey Women's Hockey,Team,0,1,0
Chen Qiuqi,F,China,2008,Beijing,Hockey,Hockey Women's Hockey,Team,0,1,0
Chen Ruolin,F,China,2008,Beijing,Diving,Diving Women's Platform,Individual,1,0,0
Chen Ruolin,F,China,2008,Beijing,Diving,Diving Women's Synchronized Platform,Team,1,0,0
Triyatno,M,Indonesia,2008,Beijing,Weightlifting,Weightlifting Men's Featherweight,Individual,0,0,1
Ryoko Tamura-Tani,F,Japan,2008,Beijing,Judo,Judo Women's Extra-Lightweight,Individual,0,0,1
Chen Wei-Ling,F,Chinese Taipei,2008,Beijing,Weightlifting,Weightlifting Women's Flyweight,Individual,0,0,1
Zheng Jie,F,China,2008,Beijing,Tennis,Tennis Women's Doubles,Team,0,0,1
Chen Xiexia,F,China,2008,Beijing,Weightlifting,Weightlifting Women's Flyweight,Individual,1,0,0
Chen Yanqing,F,China,2008,Beijing,Weightlifting,Weightlifting Women's Lightweight,Individual,1,0,0
Chen Yibing,M,China,2008,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Team,1,0,0
Chen Yibing,M,China,2008,Beijing,Gymnastics,Gymnastics Men's Rings,Individual,1,0,0
Chen Ying,F,China,2008,Beijing,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Individual,1,0,0
Chen Zhaoxia,F,China,2008,Beijing,Hockey,Hockey Women's Hockey,Team,0,1,0
Tan Miao,F,China,2008,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Team,0,1,0
Cheng Fei,F,China,2008,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Team,1,0,0
Tang Bin,F,China,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,Team,1,0,0
Cai Yun,M,China,2008,Beijing,Badminton,Badminton Men's Doubles,Team,0,1,0
Yusup Abdusalomov,M,Tajikistan,2008,Beijing,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Individual,0,1,0
Tian Jia,F,China,2008,Beijing,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Team,0,1,0
Zou Kai,M,China,2008,Beijing,Gymnastics,Gymnastics Men's Horizontal Bar,Individual,1,0,0
Zou Kai,M,China,2008,Beijing,Gymnastics,Gymnastics Men's Floor Exercise,Individual,1,0,0
Zou Kai,M,China,2008,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Team,1,0,0
Nurbakyt Moldakhmetuly Tengizbayev,M,Kazakhstan,2008,Beijing,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Individual,0,0,1
An Jeong-Hwa,F,South Korea,2008,Beijing,Handball,Handball Women's Handball,Team,0,0,1
Artur Borisovich Taymazov,M,Uzbekistan,2008,Beijing,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Individual,1,0,0
An Kum-Ae,F,North Korea,2008,Beijing,Judo,Judo Women's Half-Lightweight,Individual,0,1,0
Nobuharu Asahara,M,Japan,2008,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Team,0,1,0
Zhu Qinan,M,China,2008,Beijing,Shooting,"Shooting Men's Air Rifle, 10 metres",Individual,0,1,0
Bae Min-Hee,F,South Korea,2008,Beijing,Handball,Handball Women's Handball,Team,0,0,1
Tang Chunling,F,China,2008,Beijing,Hockey,Hockey Women's Hockey,Team,0,1,0
Zhu Qianwei,F,China,2008,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Team,0,1,0
Ayumi Tanimoto,F,Japan,2008,Beijing,Judo,Judo Women's Half-Middleweight,Individual,1,0,0
Zhu Guo,M,China,2008,Beijing,Taekwondo,Taekwondo Men's Welterweight,Individual,0,0,1
Zhou Yafei,F,China,2008,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Team,0,0,1
"Kanatbek Kubatovich ""Kanat"" Begaliyev",M,Kyrgyzstan,2008,Beijing,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Individual,0,1,0
Abhinav Bindra,M,India,2008,Beijing,Shooting,"Shooting Men's Air Rifle, 10 metres",Individual,1,0,0
Bong Jung-Keun,M,South Korea,2008,Beijing,Baseball,Baseball Men's Baseball,Team,1,0,0
Abdullo Tovashevich Tangriyev,M,Uzbekistan,2008,Beijing,Judo,Judo Men's Heavyweight,Individual,0,1,0
Hiroyuki Tomita,M,Japan,2008,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Team,0,1,0
Manut Boonjumnong,M,Thailand,2008,Beijing,Boxing,Boxing Men's Light-Welterweight,Individual,0,1,0
Rasul Boqiev,M,Tajikistan,2008,Beijing,Judo,Judo Men's Lightweight,Individual,0,0,1
Cai Tongtong,F,China,2008,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Team,0,1,0
Tang Jingzhi,F,China,2008,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Team,0,1,0
Bao Yingying,F,China,2008,Beijing,Fencing,"Fencing Women's Sabre, Team",Team,0,1,0
Guo Dan,F,China,2008,Beijing,Archery,Archery Women's Team,Team,0,1,0
Cheng Fei,F,China,2008,Beijing,Gymnastics,Gymnastics Women's Horse Vault,Individual,0,0,1
Cheng Hui,F,China,2008,Beijing,Hockey,Hockey Women's Hockey,Team,0,1,0
Naho Emoto,F,Japan,2008,Beijing,Softball,Softball Women's Softball,Team,1,0,0
Sung Yu-Chi,M,Chinese Taipei,2008,Beijing,Taekwondo,Taekwondo Men's Featherweight,Individual,0,0,1
Enkhbatyn Badar-Uugan,M,Mongolia,2008,Beijing,Boxing,Boxing Men's Bantamweight,Individual,1,0,0
Zhang Lin,M,China,2008,Beijing,Swimming,Swimming Men's 400 metres Freestyle,Individual,0,1,0
Feng Kun,F,China,2008,Beijing,Volleyball,Volleyball Women's Volleyball,Team,0,0,1
Sun Ye,F,China,2008,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Team,0,0,1
Feng Tian Wei,F,Singapore,2008,Beijing,Table Tennis,Table Tennis Women's Team,Team,0,1,0
Zhang Juanjuan,F,China,2008,Beijing,Archery,Archery Women's Team,Team,0,1,0
Zhang Juanjuan,F,China,2008,Beijing,Archery,Archery Women's Individual,Individual,1,0,0
Naoki Tsukahara,M,Japan,2008,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Team,0,1,0
Anton Viktorovich Fokin,M,Uzbekistan,2008,Beijing,Gymnastics,Gymnastics Men's Parallel Bars,Individual,0,0,1
Fu Baorong,F,China,2008,Beijing,Hockey,Hockey Women's Hockey,Team,0,1,0
Zhang Na,F,China,2008,Beijing,Volleyball,Volleyball Women's Volleyball,Team,0,0,1
Fu Haifeng,M,China,2008,Beijing,Badminton,Badminton Men's Doubles,Team,0,1,0
Sun Qiuting,F,China,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Team,0,0,1
Motoko Fujimoto,F,Japan,2008,Beijing,Softball,Softball Women's Softball,Team,1,0,0
Sun Dan,F,China,2008,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Team,0,1,0
Gang Min-Ho,M,South Korea,2008,Beijing,Baseball,Baseball Men's Baseball,Team,1,0,0
Sui Jianshuang,F,China,2008,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Team,0,1,0
Gao Lihua,F,China,2008,Beijing,Hockey,Hockey Women's Hockey,Team,0,1,0
Gao Yulan,F,China,2008,Beijing,Rowing,Rowing Women's Coxless Pairs,Team,0,1,0
Go Yeong-Min,M,South Korea,2008,Beijing,Baseball,Baseball Men's Baseball,Team,1,0,0
Mariya Aleksandrovna Grabovetskaya,F,Kazakhstan,2008,Beijing,Weightlifting,Weightlifting Women's Super-Heavyweight,Individual,0,0,1
Gu Beibei,F,China,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Team,0,0,1
Shingo Suetsugu,M,Japan,2008,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Team,0,1,0
Yun Ok-Hui,F,South Korea,2008,Beijing,Archery,Archery Women's Team,Team,1,0,0
Takuro Fujii,M,Japan,2008,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Team,0,0,1
Cheng Fei,F,China,2008,Beijing,Gymnastics,Gymnastics Women's Balance Beam,Individual,0,0,1
Zhang Ning,F,China,2008,Beijing,Badminton,Badminton Women's Singles,Individual,1,0,0
Zhang Shuo,F,China,2008,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Team,0,1,0
Zhao Yudiao,F,China,2008,Beijing,Hockey,Hockey Women's Hockey,Team,0,1,0
Zhao Ruirui,F,China,2008,Beijing,Volleyball,Volleyball Women's Volleyball,Team,0,0,1
Arman Konstantinovich Chilmanov,M,Kazakhstan,2008,Beijing,Taekwondo,Taekwondo Men's Heavyweight,Individual,0,0,1
Zhao Jing,F,China,2008,Beijing,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Team,0,0,1
Zhang Zhilei,M,China,2008,Beijing,Boxing,Boxing Men's Super-Heavyweight,Individual,0,1,0
Choi Im-Jeong,F,South Korea,2008,Beijing,Handball,Handball Women's Handball,Team,0,0,1
Choi Min-Ho,M,South Korea,2008,Beijing,Judo,Judo Men's Extra-Lightweight,Individual,1,0,0
Zhang Yining,F,China,2008,Beijing,Table Tennis,Table Tennis Women's Team,Team,1,0,0
Zhang Yining,F,China,2008,Beijing,Table Tennis,Table Tennis Women's Singles,Individual,1,0,0
Shinji Takahira,M,Japan,2008,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Team,0,1,0
Chou Tao,F,China,2008,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Team,0,1,0
Chu Mu-Yen,M,Chinese Taipei,2008,Beijing,Taekwondo,Taekwondo Men's Flyweight,Individual,0,0,1
Emiko Suzuki,F,Japan,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Duet,Team,0,0,1
Dang Ye-Seo,F,South Korea,2008,Beijing,Table Tennis,Table Tennis Women's Team,Team,0,0,1
Zhang Yimeng,F,China,2008,Beijing,Hockey,Hockey Women's Hockey,Team,0,1,0
Zhang Yawen,F,China,2008,Beijing,Badminton,Badminton Women's Doubles,Team,0,0,1
Zhang Yangyang,F,China,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,Team,1,0,0
Zhang Xiaoping,M,China,2008,Beijing,Boxing,Boxing Men's Light-Heavyweight,Individual,1,0,0
Zhang Xiaohuan,F,China,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Team,0,0,1
Zhang Xiangxiang,M,China,2008,Beijing,Weightlifting,Weightlifting Men's Featherweight,Individual,1,0,0
Dong Dong,M,China,2008,Beijing,Trampolining,Trampolining Men's Individual,Individual,0,0,1
Zhang Xi,F,China,2008,Beijing,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Team,0,0,1
Zhang Wenxiu,F,China,2008,Beijing,Athletics,Athletics Women's Hammer Throw,Individual,0,0,1
Du Jing,F,China,2008,Beijing,Badminton,Badminton Women's Doubles,Team,1,0,0
Maki Tsukada,F,Japan,2008,Beijing,Judo,Judo Women's Heavyweight,Individual,0,1,0
Du Li,F,China,2008,Beijing,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Individual,1,0,0
Deng Linlin,F,China,2008,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Team,1,0,0
Hwang Gyeong-Seon,F,South Korea,2008,Beijing,Taekwondo,Taekwondo Women's Welterweight,Individual,1,0,0
Jiang Lin,M,China,2008,Beijing,Archery,Archery Men's Team,Team,0,0,1
Hwang Ji-Man,M,South Korea,2008,Beijing,Badminton,Badminton Men's Doubles,Team,0,0,1
Lin Dan,M,China,2008,Beijing,Badminton,Badminton Men's Singles,Individual,1,0,0
Park Seong-Hyeon,F,South Korea,2008,Beijing,Archery,Archery Women's Team,Team,1,0,0
Park Seong-Hyeon,F,South Korea,2008,Beijing,Archery,Archery Women's Individual,Individual,0,1,0
Xie Xingfan,F,China,2008,Beijing,Badminton,Badminton Women's Singles,Individual,0,1,0
Xiao Qin,M,China,2008,Beijing,Gymnastics,Gymnastics Men's Pommelled Horse,Individual,1,0,0
Xiao Qin,M,China,2008,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Team,1,0,0
Park Mi-Yeong,F,South Korea,2008,Beijing,Table Tennis,Table Tennis Women's Team,Team,0,0,1
Lin Yue,M,China,2008,Beijing,Diving,Diving Men's Synchronized Platform,Team,1,0,0
Liu Chunhong,F,China,2008,Beijing,Weightlifting,Weightlifting Women's Light-Heavyweight,Individual,1,0,0
Liu Ou,F,China,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Team,0,0,1
Xian Dongmei,F,China,2008,Beijing,Judo,Judo Women's Half-Lightweight,Individual,1,0,0
Liao Hui,M,China,2008,Beijing,Weightlifting,Weightlifting Men's Lightweight,Individual,1,0,0
Park Jin-Man,M,South Korea,2008,Beijing,Baseball,Baseball Men's Baseball,Team,1,0,0
Liu Yanan,F,China,2008,Beijing,Volleyball,Volleyball Women's Volleyball,Team,0,0,1
Xi Aihua,F,China,2008,Beijing,Rowing,Rowing Women's Quadruple Sculls,Team,1,0,0
Liu Zige,F,China,2008,Beijing,Swimming,Swimming Women's 200 metres Butterfly,Individual,1,0,0
Long Qingquan,M,China,2008,Beijing,Weightlifting,Weightlifting Men's Bantamweight,Individual,1,0,0
Wu You,F,China,2008,Beijing,Rowing,Rowing Women's Coxless Pairs,Team,0,1,0
Lu Chunlong,M,China,2008,Beijing,Trampolining,Trampolining Men's Individual,Individual,1,0,0
Park Gyeong-Mo,M,South Korea,2008,Beijing,Archery,Archery Men's Team,Team,1,0,0
Park Gyeong-Mo,M,South Korea,2008,Beijing,Archery,Archery Men's Individual,Individual,0,1,0
Lu Ying-Chi,F,Chinese Taipei,2008,Beijing,Weightlifting,Weightlifting Women's Middleweight,Individual,0,0,1
Lu Yong,M,China,2008,Beijing,Weightlifting,Weightlifting Men's Light-Heavyweight,Individual,1,0,0
Park Eun-Chul,M,South Korea,2008,Beijing,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Individual,0,0,1
Park Jeong-Hui,F,South Korea,2008,Beijing,Handball,Handball Women's Handball,Team,0,0,1
Park Tae-Hwan,M,South Korea,2008,Beijing,Swimming,Swimming Men's 200 metres Freestyle,Individual,0,1,0
Park Tae-Hwan,M,South Korea,2008,Beijing,Swimming,Swimming Men's 400 metres Freestyle,Individual,1,0,0
Li Xiaopeng,M,China,2008,Beijing,Gymnastics,Gymnastics Men's Parallel Bars,Individual,1,0,0
Lee Min-Hui,F,South Korea,2008,Beijing,Handball,Handball Women's Handball,Team,0,0,1
Qiu Jian,M,China,2008,Beijing,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Individual,1,0,0
Xu Yunli,F,China,2008,Beijing,Volleyball,Volleyball Women's Volleyball,Team,0,0,1
Lee Seung-Yeop,M,South Korea,2008,Beijing,Baseball,Baseball Men's Baseball,Team,1,0,0
Lee Taek-Geun,M,South Korea,2008,Beijing,Baseball,Baseball Men's Baseball,Team,1,0,0
Lee Yong-Dae,M,South Korea,2008,Beijing,Badminton,Badminton Mixed Doubles,Team,1,0,0
Qin Kai,M,China,2008,Beijing,Diving,Diving Men's Synchronized Springboard,Team,1,0,0
Qin Kai,M,China,2008,Beijing,Diving,Diving Men's Springboard,Individual,0,0,1
Xu Yan,F,China,2008,Beijing,Judo,Judo Women's Lightweight,Individual,0,0,1
Wang Jiao,F,China,2008,Beijing,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Individual,1,0,0
Lee Yong-Gyu,M,South Korea,2008,Beijing,Baseball,Baseball Men's Baseball,Team,1,0,0
Li Hongli,M,China,2008,Beijing,Weightlifting,Weightlifting Men's Middleweight,Individual,0,1,0
Li Hongxia,F,China,2008,Beijing,Hockey,Hockey Women's Hockey,Team,0,1,0
Prevdorjin Serdamba,M,Mongolia,2008,Beijing,Boxing,Boxing Men's Light-Flyweight,Individual,0,1,0
Buttree Puedpong,F,Thailand,2008,Beijing,Taekwondo,Taekwondo Women's Flyweight,Individual,0,1,0
Li Jia Wei,F,Singapore,2008,Beijing,Table Tennis,Table Tennis Women's Team,Team,0,1,0
Xu Lijia,F,China,2008,Beijing,Sailing,Sailing Women's One Person Dinghy,Individual,0,0,1
Wang Jie,F,China,2008,Beijing,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Team,0,1,0
Wang Jue Gu,F,Singapore,2008,Beijing,Table Tennis,Table Tennis Women's Team,Team,0,1,0
Xu Li,F,China,2008,Beijing,Wrestling,"Wrestling Women's Lightweight, Freestyle",Individual,0,1,0
Li Juan,F,China,2008,Beijing,Volleyball,Volleyball Women's Volleyball,Team,0,0,1
Li Shanshan,F,China,2008,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Team,1,0,0
Li Shuang,F,China,2008,Beijing,Hockey,Hockey Women's Hockey,Team,0,1,0
Li Wenquan,M,China,2008,Beijing,Archery,Archery Men's Team,Team,0,0,1
Li Xiaopeng,M,China,2008,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Team,1,0,0
Lu Yuanyang,F,China,2008,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Team,0,1,0
Zou Shiming,M,China,2008,Beijing,Boxing,Boxing Men's Light-Flyweight,Individual,1,0,0
Luo Xi,F,China,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Team,0,0,1
Pang Wei,M,China,2008,Beijing,Shooting,"Shooting Men's Air Pistol, 10 metres",Individual,1,0,0
Seyed Morad Mohammadi Pahnehkalaei,M,Iran,2008,Beijing,Wrestling,"Wrestling Men's Lightweight, Freestyle",Individual,0,0,1
Makoto Okiguchi,M,Japan,2008,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Team,0,1,0
Mun Pil-Hui,F,South Korea,2008,Beijing,Handball,Handball Women's Handball,Team,0,0,1
Marid Kamilyevich Mutalimov,M,Kazakhstan,2008,Beijing,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Individual,0,0,1
Oh Yeong-Ran,F,South Korea,2008,Beijing,Handball,Handball Women's Handball,Team,0,0,1
Oh Seong-Ok,F,South Korea,2008,Beijing,Handball,Handball Women's Handball,Team,0,0,1
Kiyofumi Nagai,M,Japan,2008,Beijing,Cycling,Cycling Men's Keirin,Individual,0,0,1
Naidangiin Tvshinbayar,M,Mongolia,2008,Beijing,Judo,Judo Men's Half-Heavyweight,Individual,1,0,0
Wang Na,F,China,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Team,0,0,1
Misato Nakamura,F,Japan,2008,Beijing,Judo,Judo Women's Half-Lightweight,Individual,0,0,1
Wang Yimei,F,China,2008,Beijing,Volleyball,Volleyball Women's Volleyball,Team,0,0,1
Reiko Nakamura,F,Japan,2008,Beijing,Swimming,Swimming Women's 200 metres Backstroke,Individual,0,0,1
O Seung-Hwan,M,South Korea,2008,Beijing,Baseball,Baseball Men's Baseball,Team,1,0,0
Wang Nan,F,China,2008,Beijing,Table Tennis,Table Tennis Women's Singles,Individual,0,1,0
O Sang-Eun,M,South Korea,2008,Beijing,Table Tennis,Table Tennis Men's Team,Team,0,0,1
O Jong-Ae,F,North Korea,2008,Beijing,Weightlifting,Weightlifting Women's Lightweight,Individual,0,0,1
Wang Nan,F,China,2008,Beijing,Table Tennis,Table Tennis Women's Team,Team,1,0,0
Takuya Nakase,M,Japan,2008,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Team,0,1,0
Nam Hyeon-Hui,F,South Korea,2008,Beijing,Fencing,"Fencing Women's Foil, Individual",Individual,0,1,0
